"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0066582MOR","37.282546000000004|Bannon, Lee|2017-09-28","-91.407636999999994|Bannon, Lee|2017-09-28","WGS84|Bannon, Lee|2017-09-28","Louise & Lee|Bannon, Lee|2017-09-28","based on Collectors description|Bannon, Lee|2017-09-28","GeoLocate|Bannon, Lee|2017-09-28","230|Bannon, Lee|2017-09-28"
"0066583MOR","38.999267000000003|Bannon, Lee|2017-09-28","-94.185168000000004|Bannon, Lee|2017-09-28","WGS84|Bannon, Lee|2017-09-28","Louise & Lee|Bannon, Lee|2017-09-28","based on Collectors description|Bannon, Lee|2017-09-28","GeoLocate|Bannon, Lee|2017-09-28","2050|Bannon, Lee|2017-09-28"
"0066584MOR","40.071274000000003|Bannon, Lee|2017-09-28","-94.103008000000003|Bannon, Lee|2017-09-28","WGS84|Bannon, Lee|2017-09-28","Louise & Lee|Bannon, Lee|2017-09-28","based on Collectors description|Bannon, Lee|2017-09-28","GeoLocate|Bannon, Lee|2017-09-28","2030|Bannon, Lee|2017-09-28"
"0066585MOR","40.071274000000003|Bannon, Lee|2017-09-28","-94.103008000000003|Bannon, Lee|2017-09-28","WGS84|Bannon, Lee|2017-09-28","Louise & Lee|Bannon, Lee|2017-09-28","based on Collectors description|Bannon, Lee|2017-09-28","GeoLocate|Bannon, Lee|2017-09-28","2030|Bannon, Lee|2017-09-28"
"0066586MOR","38.975006|Bannon, Lee|2017-09-28","-94.553010999999998|Bannon, Lee|2017-09-28","WGS84|Bannon, Lee|2017-09-28","Louise & Lee|Bannon, Lee|2017-09-28","based on Collectors description|Bannon, Lee|2017-09-28","GeoLocate|Bannon, Lee|2017-09-28","511|Bannon, Lee|2017-09-28"
"0066587MOR","38.964343|Bannon, Lee|2019-05-16","-76.804530999999997|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","493|Bannon, Lee|2019-05-16"
"0066588MOR","38.964343|Bannon, Lee|2019-05-16","-76.804530999999997|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","493|Bannon, Lee|2019-05-16"
"0066589MOR","38.964343|Bannon, Lee|2019-05-16","-76.804530999999997|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","493|Bannon, Lee|2019-05-16"
"0066590MOR","38.963721|Bannon, Lee|2019-05-16","-76.805722000000003|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","506|Bannon, Lee|2019-05-16"
"0066591MOR","38.964343|Bannon, Lee|2019-05-16","-76.804530999999997|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","493|Bannon, Lee|2019-05-16"
"0066592MOR","38.964571999999997|Bannon, Lee|2019-05-16","-76.803890999999993|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","498|Bannon, Lee|2019-05-16"
"0066593MOR","38.964343|Bannon, Lee|2019-05-16","-76.804530999999997|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","493|Bannon, Lee|2019-05-16"
"0066594MOR","35.998952000000003|Bannon, Lee|2019-05-16","-78.937624|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","304|Bannon, Lee|2019-05-16"
"0066596MOR","38.964571999999997|Bannon, Lee|2019-05-16","-76.803890999999993|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","498|Bannon, Lee|2019-05-16"
"0066597MOR","38.963988999999998|Bannon, Lee|2019-05-16","-76.803702999999999|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","512|Bannon, Lee|2019-05-16"
"0066598MOR","38.963988999999998|Bannon, Lee|2019-05-16","-76.803702999999999|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","512|Bannon, Lee|2019-05-16"
"0066599MOR","38.963988999999998|Bannon, Lee|2019-05-16","-76.803702999999999|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","512|Bannon, Lee|2019-05-16"
"0066601MOR","39.481822000000001|Bannon, Lee|2019-05-23","-88.178376999999998|Bannon, Lee|2019-05-23","WGS84|Bannon, Lee|2019-05-23","Louise & Lee|Bannon, Lee|2019-05-23","based on collectors description|Bannon, Lee|2019-05-23","GeoLocate|Bannon, Lee|2019-05-23","104|Bannon, Lee|2019-05-23"
"0066603MOR","42.252245000000002|Bannon, Lee|2019-05-23","-87.838093000000001|Bannon, Lee|2019-05-23","WGS84|Bannon, Lee|2019-05-23","Louise & Lee|Bannon, Lee|2019-05-23","based on collectors description|Bannon, Lee|2019-05-23","GeoLocate|Bannon, Lee|2019-05-23","98|Bannon, Lee|2019-05-23"
"0066604MOR","41.956896999999998|Bannon, Lee|2019-05-23","-87.648753999999997|Bannon, Lee|2019-05-23","WGS84|Bannon, Lee|2019-05-23","Louise & Lee|Bannon, Lee|2019-05-23","based on collectors description|Bannon, Lee|2019-05-23","GeoLocate|Bannon, Lee|2019-05-23","95|Bannon, Lee|2019-05-23"
"0066605MOR","41.959007|Bannon, Lee|2019-05-23","-87.644189999999995|Bannon, Lee|2019-05-23","WGS84|Bannon, Lee|2019-05-23","Louise & Lee|Bannon, Lee|2019-05-23","based on collectors description|Bannon, Lee|2019-05-23","GeoLocate|Bannon, Lee|2019-05-23","220|Bannon, Lee|2019-05-23"
"0066642MOR","31.557300999999999|Bannon, Lee|2018-08-09","-86.813258000000005|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","188|Bannon, Lee|2018-08-09"
"0066643MOR","31.227755999999999|Bannon, Lee|2018-08-09","-85.340985000000003|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","211|Bannon, Lee|2018-08-09"
"0066644MOR","37.072451000000001|Bannon, Lee|2017-09-28","-91.163720999999995|Bannon, Lee|2017-09-28","WGS84|Bannon, Lee|2017-09-28","Louise & Lee|Bannon, Lee|2017-09-28","based on Collectors description|Bannon, Lee|2017-09-28","GeoLocate|Bannon, Lee|2017-09-28","2115|Bannon, Lee|2017-09-28"
"0066645MOR","34.563630000000003|Bannon, Lee|2018-08-09","-87.591285999999997|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","228|Bannon, Lee|2018-08-09"
"0066646MOR","33.791361999999999|Bannon, Lee|2018-08-09","-85.430817000000005|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","197|Bannon, Lee|2018-08-09"
"0066648MOR","34.524417999999997|Bannon, Lee|2019-03-07","-93.041191999999995|Bannon, Lee|2019-03-07","WGS84|Bannon, Lee|2019-03-07","Louise & Lee|Bannon, Lee|2019-03-07","based on collectors description|Bannon, Lee|2019-03-07","GeoLocate|Bannon, Lee|2019-03-07","1955|Bannon, Lee|2019-03-07"
"0066649MOR","38.541747999999998|Bannon, Lee|2018-10-04","-95.984695000000002|Bannon, Lee|2018-10-04","WGS84|Bannon, Lee|2018-10-04","Louise & Lee|Bannon, Lee|2018-10-04","based on collectors description|Bannon, Lee|2018-10-04","GeoLocate|Bannon, Lee|2018-10-04","2314|Bannon, Lee|2018-10-04"
"0066650MOR","38.541747999999998|Bannon, Lee|2018-10-04","-95.984695000000002|Bannon, Lee|2018-10-04","WGS84|Bannon, Lee|2018-10-04","Louise & Lee|Bannon, Lee|2018-10-04","based on collectors description|Bannon, Lee|2018-10-04","GeoLocate|Bannon, Lee|2018-10-04","2314|Bannon, Lee|2018-10-04"
"0066651MOR","37.090964999999997|Bannon, Lee|2017-10-26","-88.085279|Bannon, Lee|2017-10-26","WGS84|Bannon, Lee|2017-10-26","Louise|Bannon, Lee|2017-10-26","based on Collectors description|Bannon, Lee|2017-10-26","GeoLocate|Bannon, Lee|2017-10-26","2068|Bannon, Lee|2017-10-26"
"0066652MOR","42.374263999999997|Bannon, Lee|2019-03-21","-71.115053000000003|Bannon, Lee|2019-03-21","WGS84|Bannon, Lee|2019-03-21","Louise & Lee|Bannon, Lee|2019-03-21","based on collectors description|Bannon, Lee|2019-03-21","GeoLocate|Bannon, Lee|2019-03-21","44|Bannon, Lee|2019-03-21"
"0066657MOR","31.121417999999998|Bannon, Lee|2018-08-09","-85.417270000000002|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","210|Bannon, Lee|2018-08-09"
"0066658MOR","32.466819000000001|Bannon, Lee|2018-08-09","-85.615091000000007|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","2012|Bannon, Lee|2018-08-09"
"0066659MOR","30.253513999999999|Bannon, Lee|2018-08-09","-88.112470999999999|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","95|Bannon, Lee|2018-08-09"
"0066660MOR","30.273937|Bannon, Lee|2018-08-16","-88.120292000000006|Bannon, Lee|2018-08-16","WGS84|Bannon, Lee|2018-08-16","Louise & Lee|Bannon, Lee|2018-08-16","based on collectors description|Bannon, Lee|2018-08-16","GeoLocate|Bannon, Lee|2018-08-16","732|Bannon, Lee|2018-08-16"
"0066661MOR","31.465679000000002|Bannon, Lee|2018-08-16","-88.032071999999999|Bannon, Lee|2018-08-16","WGS84|Bannon, Lee|2018-08-16","Louise & Lee|Bannon, Lee|2018-08-16","based on collectors description|Bannon, Lee|2018-08-16","GeoLocate|Bannon, Lee|2018-08-16","219|Bannon, Lee|2018-08-16"
"0066662MOR","33.816001|Bannon, Lee|2019-03-07","-94.089346000000006|Bannon, Lee|2019-03-07","WGS84|Bannon, Lee|2019-03-07","Louise & Lee|Bannon, Lee|2019-03-07","based on collectors description|Bannon, Lee|2019-03-07","GeoLocate|Bannon, Lee|2019-03-07","2010|Bannon, Lee|2019-03-07"
"0066663MOR","31.682513|Bannon, Lee|2018-09-20","-81.146476000000007|Bannon, Lee|2018-09-20","WGS84|Bannon, Lee|2018-09-20","Louise & Lee|Bannon, Lee|2018-09-20","based on collectors description|Bannon, Lee|2018-09-20","GeoLocate|Bannon, Lee|2018-09-20","1981|Bannon, Lee|2018-09-20"
"0066675MOR","36.915616999999997|Bannon, Lee|2018-01-11","-76.024051|Bannon, Lee|2018-01-11","WGS84|Bannon, Lee|2018-01-11","Louise & Lee|Bannon, Lee|2018-01-11","based on Collectors description|Bannon, Lee|2018-01-11","GeoLocate|Bannon, Lee|2018-01-11","2024|Bannon, Lee|2018-01-11"
"0066676MOR","41.997798000000003|Bannon, Lee|2019-05-23","-88.297792999999999|Bannon, Lee|2019-05-23","WGS84|Bannon, Lee|2019-05-23","Louise & Lee|Bannon, Lee|2019-05-23","based on collectors description|Bannon, Lee|2019-05-23","GeoLocate|Bannon, Lee|2019-05-23","2010|Bannon, Lee|2019-05-23"
"0066677MOR","40.011809|Bannon, Lee|2017-05-26","-90.762107999999998|Bannon, Lee|2017-05-26","WGS84|Bannon, Lee|2017-05-26","Louise and Lee|Bannon, Lee|2017-05-26","based on collectors description|Bannon, Lee|2017-05-26","GeoLocate|Bannon, Lee|2017-05-26","199|Bannon, Lee|2017-05-26"
"0066678MOR","43.112008000000003|Bannon, Lee|2017-09-14","-83.224798000000007|Bannon, Lee|2017-09-14","WGS84|Bannon, Lee|2017-09-14","Louise & Lee|Bannon, Lee|2017-09-14","based on Collectors description|Bannon, Lee|2017-09-14","GeoLocate|Bannon, Lee|2017-09-14","161|Bannon, Lee|2017-09-14"
"0066683MOR","39.232945999999998|Bannon, Lee|2017-05-26","-89.584283999999997|Bannon, Lee|2017-05-26","WGS84|Bannon, Lee|2017-05-26","Louise and Lee|Bannon, Lee|2017-05-26","based on collectors description|Bannon, Lee|2017-05-26","GeoLocate|Bannon, Lee|2017-05-26","200|Bannon, Lee|2017-05-26"
"0066684MOR","41.320338|Bannon, Lee|2017-05-26","-88.709023999999999|Bannon, Lee|2017-05-26","WGS84|Bannon, Lee|2017-05-26","Louise and Lee|Bannon, Lee|2017-05-26","based on collectors description|Bannon, Lee|2017-05-26","GeoLocate|Bannon, Lee|2017-05-26","154|Bannon, Lee|2017-05-26"
"0066686MOR","14.606132000000001|Bannon, Lee|2019-01-24","-90.491840999999994|Bannon, Lee|2019-01-24","WGS84|Bannon, Lee|2019-01-24","Louise & Lee|Bannon, Lee|2019-01-24","based on collectors description|Bannon, Lee|2019-01-24","GeoLocate|Bannon, Lee|2019-01-24","203|Bannon, Lee|2019-01-24"
"0066687MOR","38.203414000000002|Bannon, Lee|2017-10-19","-94.363315999999998|Bannon, Lee|2017-10-19","WGS84|Bannon, Lee|2017-10-19","Louise & Lee|Bannon, Lee|2017-10-19","based on Collectors description|Bannon, Lee|2017-10-19","GeoLocate|Bannon, Lee|2017-10-19","2012|Bannon, Lee|2017-10-19"
"0066688MOR","33.000920000000001|Bannon, Lee|2018-08-23","-87.147617999999994|Bannon, Lee|2018-08-23","WGS84|Bannon, Lee|2018-08-23","Louise & Lee|Bannon, Lee|2018-08-23","based on collectors description|Bannon, Lee|2018-08-23","GeoLocate|Bannon, Lee|2018-08-23","1859|Bannon, Lee|2018-08-23"
"0066692MOR","40.138258999999998|Bannon, Lee|2017-06-30","-87.744286000000002|Bannon, Lee|2017-06-30","WGS84|Bannon, Lee|2017-06-30","Louise and Lee|Bannon, Lee|2017-06-30","based on collectors description|Bannon, Lee|2017-06-30","GeoLocate|Bannon, Lee|2017-06-30","206|Bannon, Lee|2017-06-30"
"0066693MOR","37.588106000000003|Bannon, Lee|2017-10-19","-90.629011000000006|Bannon, Lee|2017-10-19","WGS84|Bannon, Lee|2017-10-19","Louise & Lee|Bannon, Lee|2017-10-19","based on Collectors description|Bannon, Lee|2017-10-19","GeoLocate|Bannon, Lee|2017-10-19","2054|Bannon, Lee|2017-10-19"
"0066695MOR","39.997405999999998|Bannon, Lee|2019-06-13","-75.241259999999997|Bannon, Lee|2019-06-13","WGS84|Bannon, Lee|2019-06-13","Louise & Lee|Bannon, Lee|2019-06-13","based on collectors description|Bannon, Lee|2019-06-13","GeoLocate|Bannon, Lee|2019-06-13","165|Bannon, Lee|2019-06-13"
"0066701MOR","39.025866999999998|Bannon, Lee|2019-05-16","-76.924038999999993|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","200|Bannon, Lee|2019-05-16"
"0066703MOR","31.192321|Bannon, Lee|2018-08-23","-85.303539000000001|Bannon, Lee|2018-08-23","WGS84|Bannon, Lee|2018-08-23","Louise & Lee|Bannon, Lee|2018-08-23","based on collectors description|Bannon, Lee|2018-08-23","GeoLocate|Bannon, Lee|2018-08-23","1066|Bannon, Lee|2018-08-23"
"0066706MOR","41.849195000000002|Bannon, Lee|2017-06-30","-89.965396999999996|Bannon, Lee|2017-06-30","WGS84|Bannon, Lee|2017-06-30","Louise and Lee|Bannon, Lee|2017-06-30","based on collectors description|Bannon, Lee|2017-06-30","GeoLocate|Bannon, Lee|2017-06-30","197|Bannon, Lee|2017-06-30"
"0066707MOR","34.737870999999998|Bannon, Lee|2018-10-25","-96.180278999999999|Bannon, Lee|2018-10-25","WGS84|Bannon, Lee|2018-10-25","Louise & Lee|Bannon, Lee|2018-10-25","based on collectors description|Bannon, Lee|2018-10-25","GeoLocate|Bannon, Lee|2018-10-25","2015|Bannon, Lee|2018-10-25"
"0066709MOR","14.550665|Bannon, Lee|2019-01-24","-90.350656000000001|Bannon, Lee|2019-01-24","WGS84|Bannon, Lee|2019-01-24","Louise & Lee|Bannon, Lee|2019-01-24","based on collectors description|Bannon, Lee|2019-01-24","GeoLocate|Bannon, Lee|2019-01-24","1948|Bannon, Lee|2019-01-24"
"0066710MOR","41.746400000000001|Bannon, Lee|2017-09-07","-85.719634999999997|Bannon, Lee|2017-09-07","WGS84|Bannon, Lee|2017-09-07","Louise & Lee|Bannon, Lee|2017-09-07","based on Collectors description|Bannon, Lee|2017-09-07","GeoLocate|Bannon, Lee|2017-09-07","136|Bannon, Lee|2017-09-07"
"0066712MOR","35.054428999999999|Bannon, Lee|2018-01-25","-83.203468999999998|Bannon, Lee|2018-01-25","WGS84|Bannon, Lee|2018-01-25","Louise & Lee|Bannon, Lee|2018-01-25","based on Collectors description/believe in Macon Cty.|Bannon, Lee|2018-01-25","GeoLocate|Bannon, Lee|2018-01-25","2079|Bannon, Lee|2018-01-25"
"0066713MOR","38.964571999999997|Bannon, Lee|2019-05-16","-76.803890999999993|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","498|Bannon, Lee|2019-05-16"
"0066714MOR","30.097985999999999|Bannon, Lee|2019-05-16","-98.421409999999995|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","2001|Bannon, Lee|2019-05-16"
"0066715MOR","38.964571999999997|Bannon, Lee|2019-05-16","-76.803890999999993|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","498|Bannon, Lee|2019-05-16"
"0066716MOR","38.964571999999997|Bannon, Lee|2019-05-16","-76.803890999999993|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","498|Bannon, Lee|2019-05-16"
"0066717MOR","35.945759000000002|Bannon, Lee|2019-05-16","-83.958359999999999|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","255|Bannon, Lee|2019-05-16"
"0066718MOR","35.945607000000003|Bannon, Lee|2019-05-16","-83.958167000000003|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","246|Bannon, Lee|2019-05-16"
"0066719MOR","36.014446999999997|Bannon, Lee|2019-05-16","-86.723045999999997|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","1849|Bannon, Lee|2019-05-16"
"0066720MOR","47.922007999999998|Bannon, Lee|2019-05-16","-97.074079999999995|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","40|Bannon, Lee|2019-05-16"
"0066721MOR","39.419105000000002|Bannon, Lee|2019-05-16","-76.587007|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","1100|Bannon, Lee|2019-05-16"
"0066722MOR","39.278894000000001|Bannon, Lee|2019-05-16","-76.641354000000007|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","209|Bannon, Lee|2019-05-16"
"0066723MOR","38.774473999999998|Bannon, Lee|2019-05-16","-76.764626000000007|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","2063|Bannon, Lee|2019-05-16"
"0066724MOR","38.985944000000003|Bannon, Lee|2019-05-16","-76.938586000000001|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","105|Bannon, Lee|2019-05-16"
"0066725MOR","38.964776000000001|Bannon, Lee|2019-05-16","-76.804765000000003|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","496|Bannon, Lee|2019-05-16"
"0066726MOR","38.965418|Bannon, Lee|2019-05-16","-76.803906999999995|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","494|Bannon, Lee|2019-05-16"
"0066727MOR","38.963921999999997|Bannon, Lee|2019-05-16","-76.803961000000001|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","506|Bannon, Lee|2019-05-16"
"0066728MOR","38.646870999999997|Bannon, Lee|2019-05-16","-90.304709000000003|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","50|Bannon, Lee|2019-05-16"
"0066729MOR","38.964571999999997|Bannon, Lee|2019-05-16","-76.803890999999993|Bannon, Lee|2019-05-16","WGS84|Bannon, Lee|2019-05-16","Louise & Lee|Bannon, Lee|2019-05-16","based on collectors description|Bannon, Lee|2019-05-16","GeoLocate|Bannon, Lee|2019-05-16","498|Bannon, Lee|2019-05-16"
"0066821MOR","33.000487999999997|Bannon, Lee|2018-08-09","-87.145214999999993|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","1859|Bannon, Lee|2018-08-09"
"0066822MOR","32.854179999999999|Bannon, Lee|2018-08-09","-87.193704999999994|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","2013|Bannon, Lee|2018-08-09"
"0066823MOR","33.002611999999999|Bannon, Lee|2018-08-09","-87.138606999999993|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","1949|Bannon, Lee|2018-08-09"
"0066824MOR","32.216087999999999|Bannon, Lee|2018-08-09","-85.479809000000003|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","1048|Bannon, Lee|2018-08-09"
"0066825MOR","33.766714999999998|Bannon, Lee|2018-08-09","-85.98254|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","492|Bannon, Lee|2018-08-09"
"0066826MOR","33.809325999999999|Bannon, Lee|2018-08-09","-85.713890000000006|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","625|Bannon, Lee|2018-08-09"
"0066827MOR","33.754841999999996|Bannon, Lee|2018-08-09","-86.058087999999998|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","1983|Bannon, Lee|2018-08-09"
"0066828MOR","32.897714000000001|Bannon, Lee|2018-08-09","-86.548822999999999|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","1042|Bannon, Lee|2018-08-09"
"0066829MOR","34.584577000000003|Bannon, Lee|2018-08-09","-87.703868|Bannon, Lee|2018-08-09","WGS84|Bannon, Lee|2018-08-09","Louise & Lee|Bannon, Lee|2018-08-09","based on collectors description|Bannon, Lee|2018-08-09","GeoLocate|Bannon, Lee|2018-08-09","2033|Bannon, Lee|2018-08-09"
