"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0060577MOR","32.696583","-88.113016","WGS84","Louise & Lee","based on collectors description","GeoLocate","90"
"0060578MOR","31.246801","-87.186942","WGS84","Louise & Lee","based on collectors description","GeoLocate","1945"
"0060579MOR","33.991479","-87.976865","WGS84","Louise & Lee","based on collectors description","GeoLocate","1788"
"0060580MOR","31.542282","-86.804058","WGS84","Louise & Lee","based on collectors description/should be butler cty.","GeoLocate","1970"
"0060581MOR","32.774017","-87.275277","WGS84","Louise & Lee","based on collectors description","GeoLocate","2007"
"0060582MOR","34.898013","-87.81732","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0060583MOR","33.571716","-93.381315","WGS84","Louise & Lee","based on collectors description","GeoLocate","969"
"0060584MOR","31.484074","-85.409934","WGS84","Louise & Lee","based on collectors description/found church believe on old rt 27","GeoLocate","2010"
"0060585MOR","33.9072","-87.294027","WGS84","Louise & Lee","based on collectors description/believe creek rerouted & rt 41 name changed","GeoLocate","675"
"0060586MOR","33.540415","-87.686529","WGS84","Louise & Lee","based on collectors description","GeoLocate","193"
"0060587MOR","37.517092","-88.77971","WGS84","louise & lee","based on collectors description","GeoLocate","78"
"0060588MOR","31.452802","-88.035908","WGS84","Louise & Lee","based on collectors description/community not on map located by google","GeoLocate","1980"
"0060589MOR","31.015225","-86.734163","WGS84","Louise & Lee","based on collectors description","GeoLocate","1020"
"0060590MOR","32.129246","-88.047021","WGS84","Louise & Lee","based on collectors description","GeoLocate","222"
"0060591MOR","33.849539","-85.550023","WGS84","Louise & Lee","based on collectors description","GeoLocate","231"
"0060592MOR","33.092813","-86.459371","WGS84","Louise & Lee","based on collectors description","GeoLocate","1983"
"0060608MOR","30.25069","-88.113323","WGS84","Louise & Lee","based on collectors description","GeoLocate","288"
"0060616MOR","39.935859","-89.802718","WGS84","louise & lee","based on collector's discription","GeoLocate","210"
"0060665MOR","41.928037","-89.646168","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","201"
"0060666MOR","41.83719","-89.96806","WGS84","Louise & Lee","based on Collectors description","GeoLocate","198"
"0060667MOR","42.052547","-89.93593","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","159"
"0060668MOR","42.243093","-89.766767","WGS84","Louise & Lee","based on collectors description","GeoLocate","138"
"0060669MOR","42.421217","-89.828233","WGS84","Louise & Lee","based on collectors description","GeoLocate","147"
"0060730MOR","41.85866","-89.354035","WGS84","louise & lee","based on collectors description","GeoLocate","180"
"0060731MOR","33.328938","-94.746925","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0060732MOR","30.432902","-87.906114","WGS84","Louise & Lee","based on collectors description","GeoLocate","1995"
"0060733MOR","33.743364","-85.880185","WGS84","Louise & Lee","based on collectors description","GeoLocate","223"
"0060734MOR","39.232844","-89.584773","WGS84","Louise & Lee","based on collectors description","GeoLocate","190"
"0060735MOR","32.775055","-87.274011","WGS84","Louise & Lee","based on collectors description","GeoLocate","503"
"0060736MOR","36.03573","-78.893984","WGS84","Louise & Lee","based on Collectors description","GeoLocate","597"
"0060881MOR","41.814951","-88.05125","WGS84","Louise and Lee","based on collectors description","GeoLocate","100"
"0060883MOR","35.94703","-83.957812","WGS84","Louise & Lee","based on Collectors description","GeoLocate","78"
"0060884MOR","35.204914","-97.445733","WGS84","Louise & Lee","based on collectors description","GeoLocate","100"
"0060886MOR","43.248451","-93.561121","WGS84","Louise & Lee","based on Collectors description","GeoLocate","234"
"0060887MOR","30.56687","-103.867613","WGS84","Louise & Lee","based on collectors description","GeoLocate","2071"
"0060888MOR","30.56687","-103.867613","WGS84","Louise & Lee","based on collectors description","GeoLocate","2071"
"0060889MOR","30.827859","-103.889994","WGS84","Louise & Lee","based on collectors description","GeoLocate","1993"
"0060890MOR","30.858374","-103.936025","WGS84","Louise & Lee","based on collectors description","GeoLocate","2036"
"0060891MOR","30.597796","-103.924882","WGS84","Louise & Lee","based on collectors description","GeoLocate","996"
"0060892MOR","43.288078","-80.357821","WGS84","Louise & Lee","based on collectors description","GeoLocate","228"
"0060893MOR","30.592867","-103.943025","WGS84","Louise & Lee","based on collectors description","GeoLocate","2067"
"0060894MOR","31.351888","-108.775521","WGS84","Louise & Lee","based on collectors description","GeoLocate","2020"
"0060895MOR","43.312746","-90.853162","WGS84","Louise & Lee","based on Collectors description","GeoLocate","201"
"0060903MOR","41.834248","-89.967567","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","205"
"0060919MOR","37.494539","-88.321343","WGS84","Louise & Lee","based on collectors description","GeoLocate","213"
"0060920MOR","41.145049","-87.479371","WGS84","Louise and Lee","based on collectors description","GeoLocate","218"
"0060921MOR","33.030663","-85.53104","WGS84","Louise & Lee","based on collectors description","GeoLocate","1026"
"0060941MOR","33.750108","-85.884305","WGS84","Louise & Lee","based on collectors description","GeoLocate","898"
"0060942MOR","31.482907","-85.413369","WGS84","Louise & Lee","based on collectors description/believe Barfield Pond is Lake","GeoLocate","208"
"0060947MOR","32.53334","-86.982237","WGS84","Louise & Lee","based on collectors description","GeoLocate","240"
"0060948MOR","32.366468","-85.364111","WGS84","Louise & Lee","based on collectors description - unable to locate Ala. 37 based on distance from Marvyn","GeoLocate","2071"
"0061058MOR","43.075373","-89.779089","WGS84","Louise & Lee","based on Collectors description","GeoLocate","163"
"0061171MOR","33.244012","-83.931019","WGS84","Louise & Lee","based on collectors description","GeoLocate","1273"
"0061172MOR","33.971904","-82.58166","WGS84","Louise & Lee","based on collectors description","GeoLocate","560"
"0061173MOR","33.178623","-84.019802","WGS84","Louise & Lee","based on collectors description","GeoLocate","169"
"0061174MOR","32.805988","-83.601846","WGS84","Louise & Lee","based on collectors description","GeoLocate","2025"
"0061175MOR","31.761185","-93.088077","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2079"
"0061176MOR","35.109336","-77.056817","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1954"
"0061177MOR","35.266694","-82.315799","WGS84","Louise & Lee","based on Collectors description","GeoLocate","200"
"0061179MOR","35.90484","-79.046961","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1000"
"0061181MOR","35.677935","-94.150113","WGS84","Louise & Lee","based on collectors description","GeoLocate","1994"
"0061182MOR","34.31755","-93.526796","WGS84","Louise & Lee","based on collectors description","GeoLocate","1010"
"0061183MOR","36.042479","-90.66348","WGS84","Louise & Lee","based on collectors description","GeoLocate","519"
"0061184MOR","33.614565","-93.813516","WGS84","Louise & Lee","based on collectors description","GeoLocate","1959"
"0061185MOR","34.445729","-92.829112","WGS84","Louise & Lee","based on collectors description","GeoLocate","2072"
"0061186MOR","35.130369","-93.711585","WGS84","Louise & Lee","based on collectors description","GeoLocate","1997"
"0061187MOR","33.07982","-91.299357","WGS84","Louise & Lee","based on collectors description","GeoLocate","1920"
"0061188MOR","39.63853","-75.730688","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2033"
"0061189MOR","37.578241","-88.306008","WGS84","Louise & Lee","based on collectors description","GeoLocate","193"
"0061190MOR","37.638477","-88.379518","WGS84","Louise & Lee","based on collectors description","GeoLocate","129"
"0061193MOR","30.756733","-86.438331","WGS84","Louise & Lee","based on collectors description","GeoLocate","211"
"0061194MOR","30.685748","-84.841309","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0061195MOR","30.866033","-86.814305","WGS84","Louise & Lee","based on collectors description","GeoLocate","969"
"0061196MOR","30.950726","-86.744496","WGS84","Louise & Lee","based on collectors description","GeoLocate","1065"
"0061197MOR","30.52616","-87.237778","WGS84","Louise & Lee","based on collectors description","GeoLocate","969"
"0061198MOR","30.523572","-87.23531","WGS84","Louise & Lee","based on collectors description","GeoLocate","213"
"0061199MOR","30.627691","-87.021412","WGS84","Louise & Lee","based on collectors description","GeoLocate","223"
"0061200MOR","33.430014","-88.303609","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1528"
"0061201MOR","34.910228","-95.074747","WGS84","Louise & Lee","based on collectors description","GeoLocate","2038"
"0061202MOR","34.865927","-79.199672","WGS84","Louise & Lee","based on Collectors description","GeoLocate","111"
"0061204MOR","37.570955","-84.291439","WGS84","Louise & Lee","based on Collectors description","GeoLocate","220"
"0061205MOR","34.618859","-95.410853","WGS84","Louise & Lee","based on collectors description","GeoLocate","1958"
"0061206MOR","34.635977","-95.294114","WGS84","Louise & Lee","based on collectors description","GeoLocate","997"
"0061207MOR","37.157591","-89.351443","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","183"
"0061214MOR","32.237912","-101.478736","WGS84","Louise & Lee","based on collectors description","GeoLocate","1972"
"0061215MOR","30.633204","-104.167412","WGS84","Louise & Lee","based on collectors description","GeoLocate","1807"
"0061216MOR","30.750147","-104.083821","WGS84","Louise & Lee","based on collectors description","GeoLocate","2062"
"0061217MOR","30.635257","-104.173407","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0061219MOR","37.491397","-112.51351","WGS84","Louise and Lee","based on collectors description","GeoLocate","768"
"0061220MOR","39.344407","-111.563527","WGS84","Louise & Lee","based on collectors description","GeoLocate","1506"
"0061221MOR","39.344883","-111.563388","WGS84","Louise & Lee","based on collectors description","GeoLocate","1493"
"0061222MOR","39.755002","-110.915384","WGS84","Louise & Lee","based on collectors description","GeoLocate","1045"
"0061223MOR","40.580266","-111.75682","WGS84","Louise & Lee","based on collectors description","GeoLocate","969"
"0061224MOR","","","WGS84","Louise & Lee","based on collectors description","GeoLocate","1998"
"0061225MOR","37.8221","-109.4909","WGS84","Louise & Lee","based on collectors description","GeoLocate","969"
"0061226MOR","37.172538","-112.619012","WGS84","Louise and Lee","based on collectors description","GeoLocate","1871"
"0061227MOR","41.031354","-107.282003","WGS84","Louise & Lee","based on collectors description","GeoLocate","2001"
"0061228MOR","34.47115","-93.033816","WGS84","Louise & Lee","based on collectors description","GeoLocate","1955"
"0061229MOR","34.481607","-93.045135","WGS84","Louise & Lee","based on collectors description","GeoLocate","1987"
"0061230MOR","34.480924","-93.045698","WGS84","Louise & Lee","based on collectors description","GeoLocate","1937"
"0061231MOR","34.480924","-93.045698","WGS84","Louise & Lee","based on collectors description","GeoLocate","1937"
"0061232MOR","34.480924","-93.045698","WGS84","Louise & Lee","based on collectors description","GeoLocate","1937"
"0061233MOR","34.523612","-93.036213","WGS84","Louise & Lee","based on collectors description","GeoLocate","2005"
"0061234MOR","34.523612","-93.036213","WGS84","Louise & Lee","based on collectors description","GeoLocate","2005"
"0061245MOR","42.563827","-89.357017","WGS84","Louise & Lee","based on Collectors description","GeoLocate","216"
"0061246MOR","43.38763","-90.003483","WGS84","Louise & Lee","based on Collectors description","GeoLocate","165"
"0061247MOR","43.387654","-89.765603","WGS84","Louise & Lee","based on Collectors description","GeoLocate","157"
"0061283MOR","33.661231","-93.832684","WGS84","Louise & Lee","based on collectors description","GeoLocate","1953"
"0061285MOR","35.166266","-93.645702","WGS84","Louise & Lee","based on collectors description","GeoLocate","1050"
"0061286MOR","35.189336","-93.651163","WGS84","Louise & Lee","based on collectors description","GeoLocate","969"
"0061287MOR","33.442222","-94.020694","WGS84","Louise & Lee","based on collectors description","GeoLocate","1961"
"0061288MOR","34.564537","-92.587171","WGS84","Louise & Lee","based on collectors description","GeoLocate","2039"
"0061289MOR","32.055828","-95.32516","WGS84","Louise & Lee","based on collectors description","GeoLocate","1981"
"0061290MOR","31.831909","-93.083341","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2072"
"0061291MOR","31.815719","-93.084886","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2106"
"0061292MOR","32.470976","-85.000765","WGS84","Louise & Lee","based on collectors description","GeoLocate","219"
"0061293MOR","32.470976","-85.000765","WGS84","Louise & Lee","based on collectors description","GeoLocate","219"
"0061313MOR","33.894938","-109.152552","WGS84","Louise & Lee","based on collectors description","GeoLocate","2008"
"0061314MOR","31.903439","-109.279897","WGS84","Louise & Lee","based on collectors description","GeoLocate","938"
"0061316MOR","35.205546","-111.503111","WGS84","Louise & Lee","based on collectors description","GeoLocate","1974"
"0061318MOR","36.709739","-112.223511","WGS84","Louise & Lee","based on collectors description","GeoLocate","980"
"0061319MOR","36.208681","-112.057393","WGS84","Louise & Lee","based on collectors description","GeoLocate","1201"
"0061320MOR","39.122874","-104.914847","WGS84","Louise & Lee","based on collectors description","GeoLocate","2010"
"0061321MOR","37.540148","-104.95479","WGS84","Louise & Lee","based on collectors description/found another voucher similar Cucharas River Colorado by Sargent","GeoLocate","2025"
"0061385MOR","34.609387","-95.181256","WGS84","Louise & Lee","based on collectors description","GeoLocate","2068"
"0061386MOR","33.978354","-95.575838","WGS84","Louise & Lee","based on collectors description","GeoLocate","2019"
"0061387MOR","33.881415","-94.792339","WGS84","Louise & Lee","based on collectors description","GeoLocate","304"
"0061388MOR","34.134871","-94.717132","WGS84","Louise & Lee","based on collectors description","GeoLocate","2304"
"0061390MOR","34.854819","-83.178017","WGS84","Louise & Lee","based on Collectors description","GeoLocate","221"
"0061391MOR","36.078961","-86.334839","WGS84","Louise & Lee","based on Collectors description","GeoLocate","7678"
"0061392MOR","36.123421","-84.080611","WGS84","Louise & Lee","based on Collectors description","GeoLocate","405"
"0061393MOR","30.519165","-95.590098","WGS84","Louise & Lee","based on collectors description","GeoLocate","203"
"0061394MOR","29.721735","-95.392006","WGS84","Louise & Lee","based on collectors description","GeoLocate","96"
"0061395MOR","31.473354","-93.832369","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0061396MOR","37.50484","-105.009432","WGS84","Louise & Lee","based on collectors description","GeoLocate","2068"
"0061397MOR","36.569154","-80.35507","WGS84","Louise & Lee","based on Collectors description/","GeoLocate","1995"
"0061399MOR","38.155015","-108.281588","WGS84","Louise & Lee","based on collectors description","GeoLocate","523"
"0061400MOR","38.155015","-108.281588","WGS84","Louise & Lee","based on collectors description","GeoLocate","523"
"0061401MOR","37.577702","-104.894284","WGS84","Louise & Lee","based on collectors description/placed above town many islands in river","GeoLocate","2010"
"0061402MOR","38.798141","-104.863302","WGS84","Louise & Lee","based on collectors description","GeoLocate","502"
"0061403MOR","37.505012","-105.007775","WGS84","Louise & Lee","based on collectors description","GeoLocate","2070"
"0061404MOR","37.505012","-105.007775","WGS84","Louise & Lee","based on collectors description","GeoLocate","2070"
"0061405MOR","38.829603","-104.885908","WGS84","Louise & Lee","based on collectors description","GeoLocate","1936"
"0061406MOR","38.549011","-105.103353","WGS84","Louise & Lee","based on collectors description","GeoLocate","1950"
"0061407MOR","38.48378","-106.077238","WGS84","Louise & Lee","based on collectors description","GeoLocate","2025"
"0061429MOR","38.55089","-105.099313","WGS84","Louise & Lee","based on collectors description","GeoLocate","1973"
"0061430MOR","39.755543","-105.2211","WGS84","Louise & Lee","based on collectors description","GeoLocate","2039"
"0061431MOR","39.050739","-105.020748","WGS84","Louise & Lee","based on collectors description","GeoLocate","2036"
"0061432MOR","32.941345","-105.808387","WGS84","Louise & Lee","based on collectors description","GeoLocate","1998"
"0061433MOR","33.518354","-108.886095","WGS84","Louise & Lee","based on collectors description","GeoLocate","1937"
"0061434MOR","35.790244","-105.648881","WGS84","Louise & Lee","based on collectors description","GeoLocate","1006"
"0061435MOR","33.299597","-108.641904","WGS84","Louise & Lee","based on collectors description","GeoLocate","1980"
"0061436MOR","32.834354","-108.378173","WGS84","Louise & Lee","based on collectors description","GeoLocate","2033"
"0061437MOR","32.142971","-107.599064","WGS84","Louise & Lee","based on collectors description","GeoLocate","2096"
"0061438MOR","31.505741","-108.709689","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0061439MOR","41.834402","-88.309231","WGS84","Louise and Lee","based on collectors description","GeoLocate","197"
"0061440MOR","42.117763","-88.430718","WGS84","Louise and Lee","based on collectors description","GeoLocate","185"
"0061441MOR","42.003055","-88.453937","WGS84","Louise and Lee","based on collectors description","GeoLocate","1607"
"0061442MOR","41.834402","-88.309231","WGS84","Louise and Lee","based on collectors description","GeoLocate","197"
"0061443MOR","42.003366","-88.453637","WGS84","Louise and Lee","based on collectors description","GeoLocate","1685"
"0061444MOR","41.834402","-88.309231","WGS84","Louise and Lee","based on collectors description","GeoLocate","197"
"0061498MOR","35.234209","-106.411135","WGS84","Louise & Lee","based on collectors description","GeoLocate","1506"
"0061499MOR","36.591152","-105.660065","WGS84","Louise & Lee","based on collectors description","GeoLocate","2093"
"0061500MOR","35.736092","-105.836919","WGS84","Louise & Lee","based on collectors description","GeoLocate","2019"
"0061501MOR","35.261878","-106.406935","WGS84","Louise & Lee","based on collectors description","GeoLocate","1941"
"0061502MOR","36.703914","-105.595006","WGS84","Louise & Lee","based on collectors description","GeoLocate","1994"
"0061503MOR","35.213388","-106.449771","WGS84","Louise & Lee","based on collectors description","GeoLocate","2022"
"0061504MOR","32.796186","-108.150322","WGS84","Louise & Lee","based on collectors description","GeoLocate","2050"
"0061505MOR","36.155917","-105.74023","WGS84","Louise & Lee","based on collectors description","GeoLocate","1978"
"0061506MOR","32.77493","-107.547748","WGS84","Louise & Lee","based on collectors description","GeoLocate","2032"
"0061507MOR","33.177048","-108.158068","WGS84","Louise & Lee","based on collectors description/may be grant cy","GeoLocate","539"
"0061508MOR","32.944476","-105.743881","WGS84","Louise & Lee","based on collectors description","GeoLocate","228"
"0061509MOR","33.173959","-108.161158","WGS84","Louise & Lee","based on collectors description","GeoLocate","1506"
"0061510MOR","36.872824","-102.922681","WGS84","Louise & Lee","based on collectors description","GeoLocate","2031"
"0061511MOR","36.895968","-102.953259","WGS84","Louise & Lee","based on collectors description","GeoLocate","229"
"0061512MOR","36.860119","-102.94014","WGS84","Louise & Lee","based on collectors description","GeoLocate","4071"
"0061590MOR","33.176599","-108.158712","WGS84","Louise & Lee","based on collectors description/may be Grant Cy","GeoLocate","400"
"0061591MOR","32.158443","-104.80662","WGS84","Louise & Lee","based on collectors description","GeoLocate","2065"
"0061592MOR","32.128434","-107.597004","WGS84","Louise & Lee","based on collectors description","GeoLocate","2050"
"0061593MOR","36.554228","-105.036726","WGS84","Louise & Lee","based on collectors description","GeoLocate","1983"
"0061594MOR","32.77493","-107.547748","WGS84","Louise & Lee","based on collectors description","GeoLocate","2032"
"0061595MOR","32.663623","-107.200538","WGS84","Louise & Lee","based on collectors description","GeoLocate","1996"
"0061596MOR","33.173959","-108.161158","WGS84","Louise & Lee","based on collectors description","GeoLocate","2017"
"0061597MOR","31.687739","-108.807278","WGS84","Louise & Lee","based on collectors description","GeoLocate","2375"
"0061598MOR","32.80673","-108.298522","WGS84","Louise & Lee","based on collectors description/believe n/w","GeoLocate","1994"
"0061600MOR","32.799134","-108.280305","WGS84","Louise & Lee","based on collectors description","GeoLocate","2039"
"0061612MOR","32.054622","-112.721671","WGS84","Louise & Lee","based on collectors description","GeoLocate","1998"
"0061613MOR","32.053749","-112.721327","WGS84","Louise & Lee","based on collectors description","GeoLocate","1995"
"0061614MOR","31.994256","-109.188395","WGS84","Louise & Lee","based on collectors description","GeoLocate","2020"
"0061615MOR","32.336284","-110.694287","WGS84","Louise & Lee","based on collectors description","GeoLocate","543"
"0061639MOR","42.003366","-88.453637","WGS84","Louise and Lee","based on collectors description","GeoLocate","1685"
"0061640MOR","42.00621","-88.453771","WGS84","Louise and Lee","based on collectors description","GeoLocate","254"
"0061655MOR","38.404246","-87.761632","WGS84","Louise & Lee","based on Collectors description","GeoLocate","665"
"0061656MOR","38.404263","-87.762683","WGS84","Louise & Lee","based on Collectors description","GeoLocate","661"
"0061657MOR","38.404322","-87.762511","WGS84","Louise & Lee","based on Collectors description","GeoLocate","672"
"0061759MOR","31.057014","130.699298","WGS84","Louise & Lee","based on collectors description","GeoLocate","1985"
"0061760MOR","28.837336","105.154608","WGS84","Louise & Lee","based on collectors description","GeoLocate","1996"
"0061761MOR","34.75872","135.000923","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0061762MOR","43.006168","44.18956","WGS84","Louise & Lee","based on collectors description","GeoLocate","2055"
"0061764MOR","29.615574","115.778029","WGS84","Louise & Lee","based on collectors description","GeoLocate","211"
"0061767MOR","25.23353","110.184003","WGS84","Louise & Lee","based on collectors description","GeoLocate","2052"
"0061768MOR","29.674951","115.994094","WGS84","Louise & Lee","based on collectors description","GeoLocate","28"
"0061769MOR","41.127044","44.837667","WGS84","Louise & Lee","based on collectors description","GeoLocate","2228"
"0061771MOR","42.129785","142.930529","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0061785MOR","40.014352","-95.361415","WGS84","Louise & Lee","based on collectors description","GeoLocate","1532"
"0061860MOR","38.70186","-120.558371","WGS84","Louise & Lee","based on collectors description","GeoLocate","1940"
"0061861MOR","41.032078","-123.413381","WGS84","Louise & Lee","based on collectors description","GeoLocate","2049"
"0061889MOR","32.751859","-105.497911","WGS84","Louise & Lee","based on collectors description","GeoLocate","1995"
"0061890MOR","32.799134","-108.280305","WGS84","Louise & Lee","based on collectors description","GeoLocate","2039"
"0061891MOR","35.261878","-106.406935","WGS84","Louise & Lee","based on collectors description","GeoLocate","1941"
"0061892MOR","35.41949","-105.207784","WGS84","Louise & Lee","based on collectors description","GeoLocate","2005"
"0061893MOR","32.778158","-108.296805","WGS84","Louise & Lee","based on collectors description","GeoLocate","1927"
"0061894MOR","30.750147","-104.083821","WGS84","Louise & Lee","based on collectors description","GeoLocate","2062"
"0061895MOR","29.236577","-103.329556","WGS84","Louise & Lee","based on collectors description","GeoLocate","2134"
"0061896MOR","30.592867","-103.943025","WGS84","Louise & Lee","based on collectors description","GeoLocate","2067"
"0061897MOR","31.863169","-104.836144","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0061898MOR","30.296853","-103.604707","WGS84","Louise & Lee","based on collectors description","GeoLocate","2028"
"0061899MOR","30.858374","-103.936025","WGS84","Louise & Lee","based on collectors description","GeoLocate","2036"
"0061900MOR","29.26958","-103.268485","WGS84","Louise & Lee","based on collectors description","GeoLocate","208"
"0061901MOR","29.268981","-103.268045","WGS84","Louise & Lee","based on collectors description","GeoLocate","217"
"0061902MOR","30.680012","-104.02498","WGS84","Louise & Lee","based on collectors description","GeoLocate","213"
"0061903MOR","30.750147","-104.083821","WGS84","Louise & Lee","based on collectors description","GeoLocate","2062"
"0061904MOR","29.365199","-103.199894","WGS84","Louise & Lee","based on collectors description","GeoLocate","208"
"0061905MOR","32.234717","-101.474959","WGS84","Louise & Lee","based on collectors description","GeoLocate","2070"
"0061906MOR","36.525944","-99.228471","WGS84","Louise & Lee","based on collectors description","GeoLocate","2003"
"0061907MOR","35.682833","-99.598394","WGS84","Louise & Lee","based on collectors description","GeoLocate","2945"
"0061908MOR","34.576242","-99.981807","WGS84","Louise & Lee","based on collectors description","GeoLocate","1616"
"0061909MOR","36.419212","-99.428631","WGS84","Louise & Lee","based on collectors description","GeoLocate","2324"
"0061910MOR","32.844875","-103.812189","WGS84","Louise & Lee","based on collectors description","GeoLocate","2010"
"0061912MOR","33.404441","-104.412817","WGS84","Louise & Lee","based on collectors description","GeoLocate","2015"
"0061913MOR","33.397132","-104.408698","WGS84","Louise & Lee","based on collectors description","GeoLocate","1977"
"0061914MOR","32.40596","-99.493691","WGS84","Louise & Lee","based on collectors description","GeoLocate","2019"
"0061915MOR","32.40596","-99.493691","WGS84","Louise & Lee","based on collectors description","GeoLocate","1996"
"0061916MOR","34.631368","-99.955269","WGS84","Louise & Lee","based on collectors description","GeoLocate","1944"
"0061917MOR","32.237912","-101.478736","WGS84","Louise & Lee","based on collectors description","GeoLocate","1972"
"0061918MOR","31.163205","-86.76896","WGS84","Louise & Lee","based on collectors description","GeoLocate","2085"
"0061919MOR","31.493618","-85.396588","WGS84","Louise & Lee","based on collectors description","GeoLocate","227"
"0061920MOR","31.556914","-85.26528","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0061921MOR","33.042554","-88.111203","WGS84","Louise & Lee","based on collectors description","GeoLocate","186"
"0061922MOR","32.48702","-88.06395","WGS84","Louise & Lee","based on collectors description","GeoLocate","181"
"0061923MOR","31.266282","-88.03139","WGS84","Louise & Lee","based on collectors description","GeoLocate","2070"
"0061924MOR","31.466128","-88.033586","WGS84","Louise & Lee","based on collectors description","GeoLocate","220"
"0061925MOR","31.465679","-88.032072","WGS84","Louise & Lee","based on collectors description","GeoLocate","219"
"0061926MOR","31.465679","-88.032072","WGS84","Louise & Lee","based on collectors description","GeoLocate","219"
"0061927MOR","31.105458","-87.079367","WGS84","Louise & Lee","based on collectors description","GeoLocate","212"
"0061928MOR","34.003964","-86.59756","WGS84","Louise & Lee","based on collectors description","GeoLocate","655"
"0061929MOR","33.000416","-87.145987","WGS84","Louise & Lee","based on collectors description","GeoLocate","203"
"0061930MOR","32.721883","-88.079377","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0061931MOR","32.687587","-87.93228","WGS84","Louise & Lee","based on collectors description/believe Cedar Bluff Plantation is now Thornhill Plantation","GeoLocate","226"
"0061932MOR","31.489912","-86.363136","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0061933MOR","31.495109","-86.366503","WGS84","Louise & Lee","based on collectors description","GeoLocate","665"
"0061934MOR","31.569609","-85.497987","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0061935MOR","31.361834","-87.88722","WGS84","Louise & Lee","based on collectors description","GeoLocate","208"
"0061936MOR","31.993124","-87.386781","WGS84","Louise & Lee","based on collectors description","GeoLocate","233"
"0061937MOR","30.552309","-87.216917","WGS84","Louise & Lee","based on collectors description","GeoLocate","108"
"0061938MOR","30.44176","-84.521988","WGS84","Louise & Lee","based on collectors description","GeoLocate","583"
"0061939MOR","30.62747","-87.021412","WGS84","Louise & Lee","based on collectors description","GeoLocate","215"
"0061940MOR","30.523572","-87.23531","WGS84","Louise & Lee","based on collectors description","GeoLocate","213"
"0061941MOR","32.032441","-81.593706","WGS84","Louise & Lee","based on collectors description","GeoLocate","3136"
"0061942MOR","32.164603","-92.974326","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2062"
"0061943MOR","32.102934","-92.940913","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2014"
"0061944MOR","33.320487","-80.846","WGS84","Louise & Lee","based on Collectors description","GeoLocate","121"
"0061945MOR","30.928758","-103.813516","WGS84","Louise & Lee","based on collectors description","GeoLocate","1934"
"0061946MOR","30.931944","-103.870958","WGS84","Louise & Lee","based on collectors description","GeoLocate","1932"
"0061947MOR","31.505741","-108.709689","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0061948MOR","33.132086","-108.472208","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0061949MOR","32.761713","-108.044316","WGS84","Louise & Lee","based on collectors description","GeoLocate","2007"
"0061950MOR","32.671354","-107.226373","WGS84","Louise & Lee","based on collectors description","GeoLocate","1993"
"0061952MOR","32.648751","-109.818835","WGS84","Louise & Lee","based on collectors description","GeoLocate","195"
"0061953MOR","32.671395","-109.788041","WGS84","Louise & Lee","based on collectors description","GeoLocate","1991"
"0061955MOR","31.916363","-109.280422","WGS84","Louise & Lee","based on collectors description","GeoLocate","214"
"0061956MOR","31.904992","-109.277871","WGS84","Louise & Lee","based on collectors description","GeoLocate","220"
"0061957MOR","32.389472","-110.711517","WGS84","Louise & Lee","based on collectors description","GeoLocate","1009"
"0061958MOR","32.443131","-110.78843","WGS84","Louise & Lee","based on collectors description","GeoLocate","1992"
"0061959MOR","46.068587","10.983955","WGS84","Louise & Lee","based on collectors description","GeoLocate","394"
"0061960MOR","44.619879","14.393333","WGS84","Louise & Lee","based on collectors description","GeoLocate","1968"
"0061961MOR","44.618413","14.396766","WGS84","Louise & Lee","based on collectors description","GeoLocate","2054"
