"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0027723MOR","41.6034","-87.55679","WGS84","Louise and Lee","based on collectors description","GeoLocate","200"
"0027726MOR","42.835801","-87.904404","WGS84","Louise & Lee","based on collectors description","GeoLocate","1259"
"0027727MOR","41.702614","-87.990911","WGS84","Louise & Lee","based on collectors description","GeoLocate","602"
"0027728MOR","41.303241","-88.574507","WGS84","Louise and Lee","based on collectors description","GeoLocate","185"
"0027755MOR","41.20443","-87.983238","WGS84","Louise and Lee","based on collectors description","GeoLocate","142"
"0027756MOR","42.014729","-88.26495","WGS84","Louise and Lee","based on collectors description","GeoLocate","70"
"0027764MOR","41.816493","-88.038037","WGS84","Louise & Lee","based on collectors description","GeoLocate","147"
"0027774MOR","41.780034","-88.122831","WGS84","Louise & Lee","based on collectors description","GeoLocate","294"
"0027775MOR","41.815699","-88.065913","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0027822MOR","41.814898","-88.050681","WGS84","Louise & Lee","based on collectors description","GeoLocate","207"
"0027823MOR","41.812967","-88.091418","WGS84","Louise & Lee","based on collectors description","GeoLocate","208"
"0027825MOR","41.960643","-88.020984","WGS84","Louise & Lee","based on collectors description","GeoLocate","198"
"0027828MOR","41.813031","-88.091419","WGS84","Louise & Lee","based on collectors description","GeoLocate","208"
"0027866MOR","41.799245","-88.04943","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0027906MOR","41.921633","-87.989762","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0027935MOR","41.891082","-88.228744","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0027945MOR","41.728889","-88.192012","WGS84","Louise & Lee","based on collectors description","GeoLocate","498"
"0027946MOR","41.828498","-88.045171","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0027951MOR","41.81084","-88.038472","WGS84","Louise & Lee","based on collectors description","GeoLocate","102"
"0028013MOR","41.810437","-88.207233","WGS84","Louise & Lee","based on collectors description","GeoLocate","197"
"0028037MOR","41.811679","-88.037946","WGS84","Louise & Lee","based on collectors description","GeoLocate","150"
"0028048MOR","41.890819","-88.231031","WGS84","Louise & Lee","based on collectors description","GeoLocate","149"
"0028098MOR","41.816624","-88.172758","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1002"
"0028124MOR","41.818956","-88.063083","WGS84","Louise & Lee","based on Collectors description","GeoLocate","202"
"0028126MOR","41.951923","-88.005674","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0028127MOR","41.818418","-88.072938","WGS84","Louise & Lee","based on Collectors description","GeoLocate","196"
"0028146MOR","41.81793","-88.074022","WGS84","Louise & Lee","based on collectors description","GeoLocate","198"
"0028149MOR","41.814887","-88.080346","WGS84","Louise & Lee","based on Collectors description","GeoLocate","108"
"0028200MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2013"
"0028210MOR","41.844781","-88.192817","WGS84","Louise & Lee","based on collectors description","GeoLocate","213"
"0028241MOR","41.714257","-87.927414","WGS84","Louise & Lee","based on collectors description","GeoLocate","197"
"0028248MOR","41.667104","-87.007181","","","","","400"
"0028257MOR","41.815462","-88.060713","WGS84","Louise & Lee","based on collectors description","GeoLocate","93"
"0028265MOR","41.81663","-88.053803","WGS84","Louise & Lee","based on collectors description","GeoLocate","155"
"0028270MOR","41.712649","-87.969239","WGS84","Louise & Lee","based on collectors description","GeoLocate","135"
"0028302MOR","41.729535","-88.071738","WGS84","Louise & Lee","based on Collectors description","GeoLocate","196"
"0028331MOR","41.821283","-88.053052","WGS84","Louise & Lee","based on collectors description","GeoLocate","1196"
"0028344MOR","41.777721","-88.234814","WGS84","Louise & Lee","based on Collectors description","GeoLocate","151"
"0028391MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1977"
"0028411MOR","41.820867","-88.049383","WGS84","Louise & Lee","based on Collectors description","GeoLocate","192"
"0028414MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on Collectors description","GeoLocate","197"
"0028415MOR","41.818597","-88.066957","WGS84","Louise & Lee","based on collectors description","GeoLocate","2007"
"0028424MOR","41.81188","-88.053138","WGS84","Louise & Lee","based on Collectors description","GeoLocate","994"
"0028452MOR","41.87855","-88.191182","WGS84","Louise & Lee","based on collectors description","GeoLocate","93"
"0028509MOR","41.828369","-88.045795","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0028514MOR","41.449529","-87.709787","WGS84","Louise and Lee","based on collectors description","GeoLocate","751"
"0028520MOR","41.704968","-87.964475","WGS84","Louise & Lee","based on collectors description","GeoLocate","211"
"0028540MOR","41.81333","-88.091815","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0028541MOR","41.813714","-88.089326","WGS84","Louise & Lee","based on collectors description","GeoLocate","150"
"0028595MOR","41.814506","-88.056185","WGS84","Louise & Lee","based on collectors description","GeoLocate","98"
"0028605MOR","41.822178","-88.046193","WGS84","Louise & Lee","based on collectors description","GeoLocate","153"
"0028610MOR","41.790665","-88.024046","WGS84","Louise & Lee","based on collectors description","GeoLocate","197"
"0028688MOR","41.753752","-88.134202","WGS84","Louise & Lee","based on collectors description","GeoLocate","495"
"0028689MOR","41.811595","-88.039834","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0028691MOR","41.812946","-88.061603","WGS84","Louise & Lee","based on collectors description","GeoLocate","215"
"0028698MOR","41.821038","-88.043106","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0028699MOR","41.815146","-88.037774","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0028761MOR","41.888823","-88.216344","WGS84","Louise & Lee","based on collectors description","GeoLocate","697"
"0028782MOR","41.817957","-88.06215","WGS84","Louise & Lee","based on collectors description","GeoLocate","195"
"0028790MOR","41.820551","-88.045714","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0028791MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0028792MOR","41.81856","-88.083468","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0028793MOR","41.814759","-88.058073","WGS84","Louise & Lee","based on collectors description","GeoLocate","110"
"0028795MOR","41.815518","-88.059146","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0028797MOR","41.82231","-88.043765","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0028798MOR","41.816297","-88.038289","WGS84","Louise & Lee","based on collectors description","GeoLocate","218"
"0028799MOR","41.755761","-88.062966","WGS84","Louise & Lee","based on collectors description","GeoLocate","98"
"0028877MOR","41.814378","-88.037345","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0028878MOR","41.794265","-88.183669","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0028879MOR","41.686069","-87.99325","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0028897MOR","41.867855","-87.968518","WGS84","Louise & Lee","based on collectors description","GeoLocate","152"
"0028983MOR","41.81511","-88.054683","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0028984MOR","41.824332","-88.052762","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0029005MOR","41.817873","-88.066103","WGS84","Louise & Lee","based on collectors description","GeoLocate","127"
"0029006MOR","41.81902","-88.062896","WGS84","Louise & Lee","based on collectors description","GeoLocate","75"
"0029040MOR","41.818184","-88.068201","WGS84","Louise & Lee","based on collectors description","GeoLocate","125"
"0029110MOR","41.77933","-88.135329","WGS84","Louise & Lee","based on collectors description","GeoLocate","201"
"0029163MOR","41.813451","-88.048503","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0029165MOR","41.813483","-88.07063","WGS84","Louise & Lee","based on collectors description","GeoLocate","197"
"0029227MOR","41.678012","-88.361336","WGS84","Louise and Lee","based on collectors description","GeoLocate","76"
"0029274MOR","41.812843","-88.091719","WGS84","Louise & Lee","based on collectors description","GeoLocate","148"
"0029275MOR","41.814026","-88.089187","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0029282MOR","41.920681","-88.047569","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0029290MOR","41.820295","-88.056614","WGS84","Louise & Lee","based on collectors description","GeoLocate","203"
"0029311MOR","40.777537","-87.162413","","Fertig","","","100"
"0029333MOR","41.755257","-88.135705","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0029342MOR","41.820662","-88.041046","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0029354MOR","41.819304","-88.053696","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0029358MOR","41.81687","-88.050692","WGS84","Louise & Lee","based on collectors description","GeoLocate","192"
"0029359MOR","41.820662","-88.041046","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0029360MOR","41.820662","-88.041046","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0029378MOR","41.963243","-88.130048","WGS84","Louise & Lee","based on collectors description","GeoLocate","201"
"0029380MOR","41.80491","-88.175597","WGS84","Louise & Lee","based on collectors description","GeoLocate","101"
"0029390MOR","41.886621","-87.96608","WGS84","Louise & Lee","based on collectors description","GeoLocate","276"
"0029404MOR","41.701079","-87.948124","WGS84","Louise & Lee","based on collectors description","GeoLocate","215"
"0029413MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0029420MOR","41.788358","-88.042392","WGS84","Louise & Lee","based on collectors description","GeoLocate","107"
"0029457MOR","41.820551","-88.045714","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0029458MOR","41.820551","-88.045825","WGS84","Louise & Lee","based on collectors description","GeoLocate","212"
"0029459MOR","41.818621","-88.061405","WGS84","Louise & Lee","based on collectors description","GeoLocate","106"
"0029508MOR","41.81615","-88.058567","WGS84","Louise & Lee","based on collectors description","GeoLocate","203"
"0029512MOR","41.9664","-88.228355","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0029530MOR","41.812823","-88.072879","WGS84","Louise & Lee","based on collectors description","GeoLocate","49"
"0029535MOR","41.81461","-88.048213","WGS84","Louise & Lee","based on collectors description","GeoLocate","174"
"0029536MOR","41.780115","-88.135254","WGS84","Louise & Lee","based on collectors description","GeoLocate","197"
"0029538MOR","41.816806","-88.043997","WGS84","Louise & Lee","based on collectors description","GeoLocate","154"
"0029539MOR","41.814514","-88.048192","WGS84","Louise & Lee","based on collectors description","GeoLocate","148"
"0029540MOR","41.814567","-88.047859","WGS84","Louise & Lee","based on collectors description","GeoLocate","170"
"0029541MOR","41.816806","-88.043997","WGS84","Louise & Lee","based on collectors description","GeoLocate","212"
"0029542MOR","41.814396","-88.044896","WGS84","Louise & Lee","based on collectors description","GeoLocate","152"
"0029543MOR","41.828762","-88.007738","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0029544MOR","41.799649","-88.184241","WGS84","Louise & Lee","based on collectors description","GeoLocate","302"
"0029546MOR","41.712889","-87.969796","WGS84","Louise & Lee","based on collectors description","GeoLocate","105"
"0029547MOR","41.814586","-88.047945","WGS84","Louise & Lee","based on collectors description","GeoLocate","101"
"0029583MOR","41.820662","-88.041046","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0029584MOR","41.820662","-88.041046","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0029585MOR","41.814929","-88.038772","WGS84","Louise & Lee","based on collectors description","GeoLocate","147"
"0029586MOR","41.815729","-88.087657","WGS84","Louise & Lee","based on collectors description","GeoLocate","96"
"0029587MOR","41.798753","-88.183341","WGS84","Louise & Lee","based on collectors description","GeoLocate","497"
"0029588MOR","41.820662","-88.041046","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0029589MOR","41.818085","-88.059232","WGS84","Louise & Lee","based on collectors description","GeoLocate","195"
"0029592MOR","41.816859","-88.074035","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0029597MOR","41.888936","-87.963352","WGS84","Louise & Lee","based on collectors description","GeoLocate","97"
"0029620MOR","41.798893","-88.183923","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0029621MOR","41.81497","-88.044898","WGS84","Louise & Lee","based on collectors description","GeoLocate","605"
"0029622MOR","41.818311","-88.078941","WGS84","Louise & Lee","based on collectors description","GeoLocate","102"
"0029623MOR","41.81505","-88.04801","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0029624MOR","41.814458","-88.058974","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0029625MOR","41.81441","-88.046701","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0029626MOR","41.817301","-88.04037","WGS84","Louise & Lee","based on collectors description","GeoLocate","212"
"0029627MOR","41.777839","-88.096557","WGS84","Louise & Lee","based on collectors description","GeoLocate","220"
"0029630MOR","41.790321","-88.021621","WGS84","Louise & Lee","based on collectors description","GeoLocate","198"
"0029631MOR","41.819424","-88.08481","WGS84","Louise & Lee","based on collectors description","GeoLocate","151"
"0029632MOR","41.813643","-88.049233","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0029647MOR","41.778771","-88.117659","WGS84","Louise & Lee","based on collectors description","GeoLocate","209"
"0029652MOR","41.777123","-88.117706","WGS84","Louise & Lee","based on collectors description","GeoLocate","96"
"0029705MOR","41.967805","-88.250631","WGS84","Louise & Lee","based on collectors description","GeoLocate","1210"
"0029730MOR","41.815018","-88.037903","WGS84","Louise & Lee","based on collectors description","GeoLocate","149"
"0029731MOR","41.817081","-88.075025","WGS84","Louise & Lee","based on collectors description","GeoLocate","154"
"0029732MOR","41.818469","-88.044641","WGS84","Louise & Lee","based on collectors description","GeoLocate","398"
"0029734MOR","41.786746","-87.995657","WGS84","Louise & Lee","based on collectors description","GeoLocate","100"
"0029768MOR","41.780019","-88.13534","WGS84","Louise & Lee","based on collectors description","GeoLocate","174"
"0029786MOR","41.817317","-88.065412","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0029797MOR","41.815889","-88.045209","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0029803MOR","41.819263","-88.050938","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0029804MOR","41.815249","-88.037742","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0029805MOR","41.81808","-88.062075","WGS84","Louise & Lee","based on collectors description","GeoLocate","203"
"0029821MOR","41.816711","-88.074157","WGS84","Louise & Lee","based on collectors description","GeoLocate","195"
"0029868MOR","41.815057","-88.083489","WGS84","Louise & Lee","based on collectors description","GeoLocate","99"
"0029937MOR","41.81559","-88.055885","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0029963MOR","41.819876","-88.044898","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0029970MOR","41.811347","-88.038557","WGS84","Louise & Lee","based on collectors description","GeoLocate","209"
"0030012MOR","41.778559","-88.090955","WGS84","Louise & Lee","based on collectors description","GeoLocate","209"
"0030013MOR","41.820615","-88.080153","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0030014MOR","41.814418","-88.037913","WGS84","Louise & Lee","based on collectors description","GeoLocate","191"
"0030017MOR","41.81899","-88.079123","WGS84","Louise & Lee","based on collectors description","GeoLocate","150"
"0030032MOR","41.799117","-88.048078","WGS84","Louise & Lee","based on collectors description","GeoLocate","102"
"0030082MOR","41.775549","-88.099031","WGS84","Louise & Lee","based on collectors description","GeoLocate","97"
"0030094MOR","41.814658","-88.079799","WGS84","Louise & Lee","based on collectors description","GeoLocate","201"
"0030112MOR","41.979209","-88.242855","WGS84","Louise & Lee","based on collectors description","GeoLocate","212"
"0030171MOR","41.699809","-87.964248","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0030281MOR","41.815206","-88.054168","WGS84","Louise & Lee","based on Collectors description","GeoLocate","515"
"0030282MOR","41.814695","-88.081033","WGS84","Louise & Lee","based on collectors description","GeoLocate","395"
"0030311MOR","41.828178","-88.0456","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0030322MOR","41.688297","-87.988422","WGS84","Louise & Lee","based on collectors description","GeoLocate","216"
"0030377MOR","41.755443","-88.13564","WGS84","Louise & Lee","based on collectors description","GeoLocate","214"
"0030378MOR","41.815174","-88.083594","WGS84","Louise & Lee","based on collectors description","GeoLocate","100"
"0030379MOR","41.818485","-88.053739","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0030380MOR","41.813723","-88.071742","WGS84","Louise & Lee","based on collectors description","GeoLocate","105"
"0030381MOR","41.813563","-88.071682","WGS84","Louise & Lee","based on collectors description","GeoLocate","150"
"0030410MOR","41.813415","-88.09056","WGS84","Louise & Lee","based on collectors description","GeoLocate","219"
"0030411MOR","41.813927","-88.054168","WGS84","Louise & Lee","based on Collectors description","GeoLocate","494"
"0030458MOR","41.815168","-88.08103","WGS84","Louise & Lee","based on collectors description","GeoLocate","50"
"0030459MOR","41.815438","-88.081043","WGS84","Louise & Lee","based on collectors description","GeoLocate","207"
"0030460MOR","41.753967","-88.13413","WGS84","Louise & Lee","based on Collectors description","GeoLocate","152"
"0030461MOR","41.81572","-88.084422","WGS84","Louise & Lee","based on collectors description","GeoLocate","49"
"0030462MOR","41.815192","-88.080978","WGS84","Louise & Lee","based on Collectors description","GeoLocate","102"
"0030463MOR","41.815064","-88.080849","WGS84","Louise & Lee","based on Collectors description","GeoLocate","53"
"0030503MOR","41.897664","-87.957494","WGS84","Louise & Lee","based on collectors description","GeoLocate","212"
"0030509MOR","41.179476","-86.51434","","","","","100"
"0030518MOR","41.7021","-87.966544","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0030521MOR","41.68412","-88.514033","WGS84","Louise & Lee","based on collectors description","GeoLocate","304"
"0030522MOR","41.568518","-88.595613","WGS84","Louise & Lee","based on collectors description","GeoLocate","203"
"0030523MOR","42.065026","-88.266746","WGS84","Louise & Lee","based on collectors description","GeoLocate","456"
"0030524MOR","42.065026","-88.266746","WGS84","Louise & Lee","based on collectors description","GeoLocate","496"
"0030525MOR","42.065026","-88.266746","WGS84","Louise & Lee","based on collectors description","GeoLocate","496"
"0030526MOR","42.065026","-88.266746","WGS84","Louise & Lee","based on collectors description","GeoLocate","456"
"0030527MOR","41.568518","-88.595613","WGS84","Louise & Lee","based on collectors description","GeoLocate","203"
"0030528MOR","41.683776","-88.513674","WGS84","Louise & Lee","based on collectors description","GeoLocate","396"
"0030546MOR","41.777839","-88.096557","WGS84","Louise & Lee","based on Collectors description","GeoLocate","220"
"0030547MOR","41.816998","-88.063223","WGS84","Louise & Lee","based on Collectors description","GeoLocate","196"
"0030554MOR","41.817504","-88.040199","WGS84","Louise & Lee","based on Collectors description","GeoLocate","198"
"0030556MOR","41.778733","-88.123345","WGS84","Louise & Lee","based on collectors description","GeoLocate","210"
"0030557MOR","41.791433","-88.023359","WGS84","Louise & Lee","based on collectors description","GeoLocate","506"
"0030559MOR","41.815462","-88.052881","WGS84","Louise & Lee","based on Collectors description","GeoLocate","509"
"0030567MOR","41.818392","-88.066249","WGS84","Louise & Lee","based on collectors description","GeoLocate","147"
"0030568MOR","41.817701","-88.045327","WGS84","Louise & Lee","based on collectors description","GeoLocate","503"
"0030569MOR","41.813287","-88.090474","WGS84","Louise & Lee","based on collectors description","GeoLocate","298"
"0030570MOR","41.755443","-88.13564","WGS84","Louise & Lee","based on Collectors description","GeoLocate","214"
"0030589MOR","41.834965","-86.619592","WGS84","Louise & Lee","based on collectors description","GeoLocate","1000"
"0030590MOR","41.835157","-86.62148","WGS84","Louise & Lee","based on collectors description","GeoLocate","1000"
"0030591MOR","41.838205","-86.623474","WGS84","Louise & Lee","based on collectors description","GeoLocate","500"
"0030592MOR","41.874798","-86.603189","WGS84","Louise & Lee","based on collectors description","GeoLocate","404"
"0030593MOR","42.189818","-88.929697","WGS84","Louise & Lee","based on collectors description","GeoLocate","100"
"0030594MOR","42.019993","-87.871204","WGS84","Louise & Lee","based on collectors description","GeoLocate","397"
"0030595MOR","41.703441","-87.940778","WGS84","Louise & Lee","based on collectors description","GeoLocate","2002"
"0030596MOR","41.830747","-87.822836","WGS84","Louise & Lee","based on collectors description","GeoLocate","1335"
"0030597MOR","42.013801","-88.252153","WGS84","Louise & Lee","based on collectors description","GeoLocate","305"
"0030598MOR","41.746925","-88.860209","WGS84","Louise & Lee","based on collectors description","GeoLocate","2009"
"0030599MOR","41.791865","-88.018488","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0030600MOR","41.818245","-88.05846","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0030601MOR","41.827715","-88.178193","WGS84","Louise & Lee","based on collectors description","GeoLocate","211"
"0030602MOR","41.818804","-88.071184","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0030603MOR","41.826526","-88.325107","WGS84","Louise & Lee","based on collectors description","GeoLocate","205"
"0030604MOR","41.829436","-88.32641","WGS84","Louise & Lee","based on collectors description","GeoLocate","199"
"0030605MOR","41.867333","-88.310073","WGS84","Louise & Lee","based on collectors description","GeoLocate","301"
"0030606MOR","42.06644","-88.267093","WGS84","Louise & Lee","based on collectors description","GeoLocate","504"
"0030607MOR","42.06644","-88.267093","WGS84","Louise & Lee","based on collectors description","GeoLocate","504"
"0030608MOR","42.065026","-88.266746","WGS84","Louise & Lee","based on collectors description","GeoLocate","456"
"0030609MOR","41.202403","-87.982552","WGS84","Louise & Lee","based on collectors description","GeoLocate","697"
"0030610MOR","41.641404","-88.437533","WGS84","Louise & Lee","based on collectors description","GeoLocate","90"
"0030611MOR","42.209818","-88.131709","WGS84","Louise & Lee","based on collectors description","GeoLocate","209"
"0030612MOR","41.536122","-87.222622","WGS84","Louise & Lee","based on collectors description","GeoLocate","105"
"0030613MOR","41.628033","-86.542551","WGS84","Louise & Lee","based on collectors description","GeoLocate","1000"
"0030614MOR","40.815519","-87.448287","WGS84","Louise & Lee","based on collectors description","GeoLocate","103"
"0030615MOR","40.815519","-87.448287","WGS84","Louise & Lee","based on collectors description","GeoLocate","103"
"0030616MOR","41.62694","-87.090768","WGS84","Louise & Lee","based on collectors description","GeoLocate","209"
"0030617MOR","41.651313","-87.048222","WGS84","Louise & Lee","based on collectors description","GeoLocate","196"
"0030618MOR","41.62764","-87.084228","WGS84","Louise & Lee","based on collectors description","GeoLocate","253"
"0030619MOR","41.627436","-86.954411","WGS84","Louise & Lee","based on collectors description","GeoLocate","215"
"0030620MOR","42.731645","-87.966965","WGS84","Louise & Lee","based on collectors description","GeoLocate","215"
"0030621MOR","41.755337","-86.486459","WGS84","Louise & Lee","based on collectors description","GeoLocate","494"
"0030622MOR","41.58359","-87.936842","WGS84","Louise & Lee","based on collectors description","GeoLocate","2002"
"0030623MOR","42.035429","-88.025238","WGS84","Louise & Lee","based on collectors description","GeoLocate","201"
"0030624MOR","41.558842","-87.59574","WGS84","Louise & Lee","based on collectors description","GeoLocate","1001"
"0030625MOR","42.014253","-88.253788","WGS84","Louise & Lee","based on collectors description","GeoLocate","198"
"0030626MOR","41.68833","-87.527799","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0030627MOR","41.857839","-87.826593","WGS84","Louise & Lee","based on collectors description","GeoLocate","750"
"0030628MOR","41.784028","-86.714785","WGS84","Louise & Lee","based on collectors description","GeoLocate","214"
"0030629MOR","42.253246","-88.91401","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0030630MOR","41.874324","-87.645589","WGS84","Louise & Lee","based on collectors description","GeoLocate","2023"
"0030631MOR","41.826595","-87.819823","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0030632MOR","41.834965","-86.619592","WGS84","Louise & Lee","based on collectors description","GeoLocate","1000"
"0030633MOR","41.759784","-88.71679","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0030634MOR","41.823715","-87.821327","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0030635MOR","41.982557","-87.756046","WGS84","Louise & Lee","based on collectors description","GeoLocate","202"
"0030636MOR","41.0056","-87.500786","WGS84","Louise & Lee","based on collectors description","GeoLocate","2014"
"0030637MOR","42.057089","-87.877038","WGS84","Louise & Lee","based on collectors description","GeoLocate","496"
"0030638MOR","41.823715","-87.821327","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0030649MOR","41.817621","-88.059082","WGS84","Louise & Lee","based on collectors description","GeoLocate","204"
"0030655MOR","41.784028","-86.714785","WGS84","Louise & Lee","based on collectors description","GeoLocate","214"
"0030656MOR","41.87374","-86.639845","WGS84","Louise & Lee","based on collectors description","GeoLocate","230"
"0030657MOR","42.011431","-86.540279","WGS84","Louise & Lee","based on collectors description","GeoLocate","1998"
"0030658MOR","42.189723","-88.930061","WGS84","Louise & Lee","based on collectors description","GeoLocate","100"
"0030659MOR","41.991536","-87.763237","WGS84","Louise & Lee","based on collectors description","GeoLocate","197"
"0030660MOR","41.979449","-87.849103","WGS84","Louise & Lee","based on collectors description","GeoLocate","211"
"0030661MOR","42.057089","-87.877038","WGS84","Louise & Lee","based on collectors description","GeoLocate","496"
"0030662MOR","41.734442","-87.678307","WGS84","Louise & Lee","based on collectors description","GeoLocate","200"
"0030663MOR","42.013544","-88.253755","WGS84","Louise & Lee","based on collectors description","GeoLocate","194"
"0030664MOR","42.106528","-88.979586","WGS84","Louise & Lee","based on collectors description","GeoLocate","969"
"0030665MOR","42.042951","-88.624816","WGS84","Louise & Lee","based on collectors description","GeoLocate","234"
"0030666MOR","41.745353","-88.855915","WGS84","Louise & Lee","based on collectors description","GeoLocate","2015"
"0030667MOR","41.35727","-88.439213","WGS84","Louise & Lee","based on collectors description","GeoLocate","206"
"0030668MOR","41.987118","-88.393354","WGS84","Louise & Lee","based on collectors description","GeoLocate","2065"
"0030669MOR","41.211957","-87.973282","WGS84","Louise & Lee","based on collectors description","GeoLocate","2021"
"0030670MOR","41.211957","-87.973282","WGS84","Louise & Lee","based on collectors description","GeoLocate","2021"
"0030671MOR","41.86475","-88.428038","WGS84","Louise & Lee","based on collectors description","GeoLocate",""
"0030672MOR","40.778233","-87.163293","WGS84","Louise & Lee","based on collectors description","GeoLocate","90"
"0030673MOR","41.645024","-88.451079","WGS84","Louise & Lee","based on collectors description","GeoLocate","70"
"0030675MOR","41.644911","-88.45109","WGS84","Louise & Lee","based on collectors description","GeoLocate","70"
"0030676MOR","41.640863","-88.542019","WGS84","Louise & Lee","based on collectors description","GeoLocate","513"
"0030677MOR","41.580737","-88.065807","WGS84","Louise & Lee","based on collectors description","GeoLocate","201"
"0030679MOR","41.391248","-88.126241","WGS84","Louise & Lee","based on collectors description","GeoLocate","494"
"0030680MOR","41.391248","-88.126241","WGS84","Louise & Lee","based on collectors description","GeoLocate","494"
"0030681MOR","41.391248","-88.126241","WGS84","Louise & Lee","based on collectors description","GeoLocate","494"
"0030683MOR","41.648708","-87.046709","WGS84","Louise & Lee","based on collectors description","GeoLocate","222"
"0030688MOR","41.205021","-87.982266","WGS84","Louise & Lee","based on collectors description","GeoLocate","2007"
"0030689MOR","41.827715","-88.178193","WGS84","Louise & Lee","based on collectors description","GeoLocate","211"
"0030691MOR","41.827715","-88.178193","WGS84","Louise & Lee","based on collectors description","GeoLocate","211"
"0030695MOR","41.652158","-87.061876","WGS84","Louise & Lee","based on collectors description","GeoLocate","1009"
"0030696MOR","41.612233","-87.060559","WGS84","Louise & Lee","based on collectors description","GeoLocate","1519"
"0030697MOR","42.73113","-87.966193","WGS84","Louise & Lee","based on collectors description","GeoLocate","222"
"0030698MOR","42.789872","-88.670031","WGS84","Louise & Lee","based on collectors description","GeoLocate","198"
"0030699MOR","41.548853","-86.334123","WGS84","Louise & Lee","based on collectors description","GeoLocate","216"
