"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0050600MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050601MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0050602MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050603MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050604MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050605MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050606MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050607MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","165|bannon-hipp|NA"
"0050608MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050609MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050610MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050611MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","218|bannon-hipp|NA"
"0050612MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050613MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050614MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050615MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","185|bannon-hipp|NA"
"0050616MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","224|bannon-hipp|NA"
"0050627MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","193|bannon-hipp|NA"
"0050628MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050629MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050630MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050631MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050632MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","205|bannon-hipp|NA"
"0050633MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050634MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050635MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","211|bannon-hipp|NA"
"0050636MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050637MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","196|bannon-hipp|NA"
"0050638MOR","","","WGS84|bannon-hipp|NA","l|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","218|bannon-hipp|NA"
"0050639MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","212|bannon-hipp|NA"
"0050640MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050641MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050642MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050643MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050644MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","170|bannon-hipp|NA"
"0050645MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","170|bannon-hipp|NA"
"0050646MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","212|bannon-hipp|NA"
"0050647MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","218|bannon-hipp|NA"
"0050648MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050649MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","182|bannon-hipp|NA"
"0050650MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050651MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050652MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050653MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050654MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050655MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0050656MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050657MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050658MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050659MOR","42.420315|bannon-hipp|NA","-88.324612|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","211|bannon-hipp|NA"
"0050660MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050661MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","236|bannon-hipp|NA"
"0050662MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","236|bannon-hipp|NA"
"0050663MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050664MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050665MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050666MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050667MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","213|bannon-hipp|NA"
"0050668MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0050669MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050670MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","202|bannon-hipp|NA"
"0050671MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","213|bannon-hipp|NA"
"0050672MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","213|bannon-hipp|NA"
"0050673MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","188|bannon-hipp|NA"
"0050674MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","195|bannon-hipp|NA"
"0050675MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050676MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050677MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050678MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050679MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","70|bannon-hipp|NA"
"0050680MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","183|bannon-hipp|NA"
"0050681MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050682MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description/ unable to locate coyote trail|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050683MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050684MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050685MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050686MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050687MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050688MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050689MOR","42.262576|bannon-hipp|NA","-87.890521|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","174|bannon-hipp|NA"
"0050690MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","191|bannon-hipp|NA"
"0050691MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050692MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050693MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","191|bannon-hipp|NA"
"0050694MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","191|bannon-hipp|NA"
"0050695MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050696MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050697MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050698MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050699MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050700MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050701MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050702MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050703MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050704MOR","42.260924|bannon-hipp|NA","-87.889491|bannon-hipp|NA","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050705MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050706MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050707MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050708MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050709MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","216|bannon-hipp|NA"
"0050710MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050711MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050712MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","226|bannon-hipp|NA"
"0050713MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050714MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","119|bannon-hipp|NA"
"0050715MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","218|bannon-hipp|NA"
"0050716MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","218|bannon-hipp|NA"
"0050717MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050718MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050719MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050720MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050721MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050722MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0050723MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","207|bannon-hipp|NA"
"0050724MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050725MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","199|bannon-hipp|NA"
"0050726MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","192|bannon-hipp|NA"
"0050727MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","218|bannon-hipp|NA"
"0050728MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","200|bannon-hipp|NA"
"0050729MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050730MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050731MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050732MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050733MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","210|bannon-hipp|NA"
"0050734MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050735MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","164|bannon-hipp|NA"
"0050736MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","164|bannon-hipp|NA"
"0050737MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","211|bannon-hipp|NA"
"0050738MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","215|bannon-hipp|NA"
"0050739MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","216|bannon-hipp|NA"
"0050740MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050741MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050742MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","214|bannon-hipp|NA"
"0050743MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","203|bannon-hipp|NA"
"0050744MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","194|bannon-hipp|NA"
"0050745MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","220|bannon-hipp|NA"
"0050746MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","204|bannon-hipp|NA"
"0050868MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","134|bannon-hipp|NA"
"0050869MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","66|bannon-hipp|NA"
"0050875MOR","","","WGS84|Lueders, Kate|NA","Kate Lueders|Lueders, Kate|NA","Based on collector description|Lueders, Kate|NA","GeoLocate|Lueders, Kate|NA","1624|Lueders, Kate|NA"
"0050897MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","115|bannon-hipp|NA"
"0050927MOR","41.717597|Lueders, Kate|NA","-87.921328|Lueders, Kate|NA","WGS84|Lueders, Kate|NA","Kate Lueders|Lueders, Kate|NA","Based on collector description|Lueders, Kate|NA","GeoLocate|Lueders, Kate|NA","765|Lueders, Kate|NA"
"0050946MOR","","","WGS84|bannon-hipp|NA","Louise and Lee|bannon-hipp|NA","based on collectors description|bannon-hipp|NA","GeoLocate|bannon-hipp|NA","97|bannon-hipp|NA"
"0051004MOR","41.869835|Lueders, Kate|NA","-88.162034|Lueders, Kate|NA","WGS84|Lueders, Kate|NA","Kate Lueders|Lueders, Kate|NA","Based on collector description|Lueders, Kate|NA","GeoLocate|Lueders, Kate|NA","63|Lueders, Kate|NA"
