"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0001438MOR","41.81453|Bannon, Lee|NA","-88.03787|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","101|Bannon, Lee|NA"
"0001439MOR","41.817541|Bannon, Lee|NA","-88.06303|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0001456MOR","41.815377|Bannon, Lee|NA","-88.037725|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0001494MOR","41.814578|Bannon, Lee|NA","-88.046067|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0001524MOR","41.896883|Bannon, Lee|NA","-87.977605|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","49|Bannon, Lee|NA"
"0001527MOR","41.821509|Bannon, Lee|NA","-88.077137|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","60|Bannon, Lee|NA"
"0001563MOR","41.814658|Bannon, Lee|NA","-88.057912|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","209|Bannon, Lee|NA"
"0001564MOR","41.817072|Bannon, Lee|NA","-88.041132|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0001578MOR","41.811591|Bannon, Lee|NA","-88.038375|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","150|Bannon, Lee|NA"
"0001731MOR","41.816457|Bannon, Lee|NA","-88.044812|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","115|Bannon, Lee|NA"
"0001741MOR","41.820871|Bannon, Lee|NA","-88.049855|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0001748MOR","41.82522|Bannon, Lee|NA","-88.049662|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0001806MOR","41.8158|Bannon, Lee|NA","-88.038396|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0001808MOR","41.816248|Bannon, Lee|NA","-88.037849|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0001827MOR","40.777537|Fertig, Walter|NA","-87.162413|Fertig, Walter|NA","","Fertig|Fertig, Walter|NA","","","100|Fertig, Walter|NA"
"0001868MOR","41.81668|Bannon, Lee|NA","-88.046604|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","127|Bannon, Lee|NA"
"0001869MOR","41.813729|Bannon, Lee|NA","-88.079187|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","106|Bannon, Lee|NA"
"0001870MOR","41.813545|Bannon, Lee|NA","-88.071151|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","94|Bannon, Lee|NA"
"0001883MOR","41.787185|Bannon, Lee|NA","-88.024303|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","200|Bannon, Lee|NA"
"0001884MOR","41.824908|Bannon, Lee|NA","-88.053481|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","148|Bannon, Lee|NA"
"0001890MOR","40.777537|Fertig, Walter|NA","-87.162413|Fertig, Walter|NA","","Fertig|Fertig, Walter|NA","","","100|Fertig, Walter|NA"
"0001917MOR","41.956863|Bannon, Lee|NA","-88.129175|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","285|Bannon, Lee|NA"
"0001967MOR","41.55015|Fertig, Walter|NA","-87.07472|Fertig, Walter|NA","WGS84|Fertig, Walter|NA","","","",""
"0001968MOR","41.67211|Fertig, Walter|NA","-86.35069|Fertig, Walter|NA","WGS84|Fertig, Walter|NA","","","",""
"0002013MOR","41.819812|Bannon, Lee|NA","-88.060262|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0002016MOR","41.818239|Bannon, Lee|NA","-88.06704|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","95|Bannon, Lee|NA"
"0002017MOR","41.816848|Bannon, Lee|NA","-88.046787|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","150|Bannon, Lee|NA"
"0002018MOR","41.753186|Bannon, Lee|NA","-87.973839|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","147|Bannon, Lee|NA"
"0002021MOR","41.818841|Bannon, Lee|NA","-88.064352|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","109|Bannon, Lee|NA"
"0002025MOR","41.811603|Bannon, Lee|NA","-88.071205|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0002035MOR","41.818023|Bannon, Lee|NA","-88.065079|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","155|Bannon, Lee|NA"
"0002038MOR","41.812027|Bannon, Lee|NA","-88.069005|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","106|Bannon, Lee|NA"
"0002060MOR","41.813298|Bannon, Lee|NA","-88.081419|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","203|Bannon, Lee|NA"
"0002061MOR","41.814417|Bannon, Lee|NA","-88.039319|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","212|Bannon, Lee|NA"
"0002142MOR","41.815076|Bannon, Lee|NA","-88.079123|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","150|Bannon, Lee|NA"
"0002226MOR","41.8158|Bannon, Lee|NA","-88.038396|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0002227MOR","41.818341|Bannon, Lee|NA","-88.054082|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0002246MOR","41.820787|Bannon, Lee|NA","-88.171935|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0002296MOR","41.805742|Bannon, Lee|NA","-88.180693|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","211|Bannon, Lee|NA"
"0002297MOR","41.805742|Bannon, Lee|NA","-88.180693|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","211|Bannon, Lee|NA"
"0002320MOR","41.814801|Bannon, Lee|NA","-88.051071|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0002321MOR","41.813543|Bannon, Lee|NA","-88.091933|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0002322MOR","41.815217|Bannon, Lee|NA","-88.080425|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","101|Bannon, Lee|NA"
"0002343MOR","41.812634|Bannon, Lee|NA","-88.092177|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0002346MOR","41.70464|Bannon, Lee|NA","-87.966226|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","209|Bannon, Lee|NA"
"0002378MOR","31.202384|Bannon, Lee|NA","-85.34355|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","186|Bannon, Lee|NA"
"0002381MOR","41.814855|Bannon, Lee|NA","-88.052108|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0002382MOR","41.811144|Bannon, Lee|NA","-88.061335|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","203|Bannon, Lee|NA"
"0002383MOR","41.816608|Bannon, Lee|NA","-88.046336|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","125|Bannon, Lee|NA"
"0002444MOR","41.816337|Bannon, Lee|NA","-88.037441|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0002445MOR","41.818085|Bannon, Lee|NA","-88.059232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0002446MOR","41.820302|Bannon, Lee|NA","-88.071634|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","98|Bannon, Lee|NA"
"0002449MOR","41.889358|Bannon, Lee|NA","-88.21865|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","403|Bannon, Lee|NA"
"0002469MOR","41.81636|Bannon, Lee|NA","-88.038321|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0002470MOR","41.814649|Bannon, Lee|NA","-88.048041|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","101|Bannon, Lee|NA"
"0002501MOR","41.769354|Bannon, Lee|NA","-87.959741|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","104|Bannon, Lee|NA"
"0002530MOR","41.778895|Bannon, Lee|NA","-88.088465|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0002567MOR","41.814545|Bannon, Lee|NA","-88.048332|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","153|Bannon, Lee|NA"
"0002568MOR","41.786908|Bannon, Lee|NA","-87.955407|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0002594MOR","41.692491|Bannon, Lee|NA","-87.972371|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","190|Bannon, Lee|NA"
"0002599MOR","41.815377|Bannon, Lee|NA","-88.046737|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","203|Bannon, Lee|NA"
"0002601MOR","41.81524|Bannon, Lee|NA","-88.054071|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","200|Bannon, Lee|NA"
"0002634MOR","41.815076|Bannon, Lee|NA","-88.079123|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","150|Bannon, Lee|NA"
"0002635MOR","41.814994|Bannon, Lee|NA","-88.081473|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","51|Bannon, Lee|NA"
"0002636MOR","41.916666|Bannon, Lee|NA","-88.0122|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0002696MOR","41.824581|Bannon, Lee|NA","-88.05331|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0002721MOR","41.812072|Bannon, Lee|NA","-88.068545|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0002723MOR","41.811316|Bannon, Lee|NA","-88.142259|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","","","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0002743MOR","41.690153|Bannon, Lee|NA","-87.994697|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","216|Bannon, Lee|NA"
"0002812MOR","41.818085|Bannon, Lee|NA","-88.059232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0002813MOR","41.8158|Bannon, Lee|NA","-88.038396|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0002814MOR","41.81704|Bannon, Lee|NA","-88.07422|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0002825MOR","41.818331|Bannon, Lee|NA","-88.04394|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","106|Bannon, Lee|NA"
"0002826MOR","41.815142|Bannon, Lee|NA","-88.059661|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0002827MOR","41.815718|Bannon, Lee|NA","-88.059318|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0002849MOR","41.822133|Bannon, Lee|NA","-88.055552|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","200|Bannon, Lee|NA"
"0002850MOR","41.81535|Bannon, Lee|NA","-88.059532|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0002872MOR","41.817696|Bannon, Lee|NA","-88.067332|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","150|Bannon, Lee|NA"
"0002900MOR","41.70286|Bannon, Lee|NA","-87.96249|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","403|Bannon, Lee|NA"
"0002931MOR","41.813285|Bannon, Lee|NA","-88.079544|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","96|Bannon, Lee|NA"
"0002936MOR","41.815569|Bannon, Lee|NA","-88.085764|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","101|Bannon, Lee|NA"
"0002949MOR","41.819013|Bannon, Lee|NA","-88.058288|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","135|Bannon, Lee|NA"
"0002958MOR","41.8249|Bannon, Lee|NA","-88.05022|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0002992MOR","41.817541|Bannon, Lee|NA","-88.06303|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0003014MOR","41.81967|Bannon, Lee|NA","-88.079437|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","47|Bannon, Lee|NA"
"0003026MOR","41.797378|Bannon, Lee|NA","-88.181195|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","496|Bannon, Lee|NA"
"0003027MOR","41.8197|Bannon, Lee|NA","-88.079476|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","50|Bannon, Lee|NA"
"0003064MOR","41.812946|Bannon, Lee|NA","-88.092055|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","148|Bannon, Lee|NA"
"0003065MOR","41.816337|Bannon, Lee|NA","-88.037441|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0003066MOR","41.814923|Bannon, Lee|NA","-88.037135|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","198|Bannon, Lee|NA"
"0003067MOR","41.755164|Bannon, Lee|NA","-88.136198|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","203|Bannon, Lee|NA"
"0003068MOR","41.779002|Bannon, Lee|NA","-88.135179|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0003070MOR","41.816337|Bannon, Lee|NA","-88.037441|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0003071MOR","41.813906|Bannon, Lee|NA","-88.092073|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","198|Bannon, Lee|NA"
"0003072MOR","41.812634|Bannon, Lee|NA","-88.092177|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0003085MOR","41.900124|Bannon, Lee|NA","-87.961077|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0003087MOR","41.900124|Bannon, Lee|NA","-87.960734|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0003088MOR","41.687702|Bannon, Lee|NA","-88.163685|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0003132MOR","41.812866|Bannon, Lee|NA","-88.080957|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0003140MOR","41.881359|Bannon, Lee|NA","-88.183709|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0003176MOR","41.697109|Bannon, Lee|NA","-87.964346|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","192|Bannon, Lee|NA"
"0003191MOR","41.896156|Bannon, Lee|NA","-87.98607|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0003277MOR","41.687191|Bannon, Lee|NA","-88.002712|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","112|Bannon, Lee|NA"
"0003290MOR","41.705408|Bannon, Lee|NA","-87.965011|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","207|Bannon, Lee|NA"
"0003314MOR","41.799245|Bannon, Lee|NA","-88.04943|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
